Interaction ID,Interaction Type,Date Received,Date Resolved,Category,Resolution Time (Days),SLA Threshold (Days),Within SLA
3147,Chats,11/9/2023,11/10/2023,Mobile App Issue,1,3,Yes
5567,Chats,11/3/2022,11/4/2022,Open Account,1,3,Yes
2106,Chats,2/5/2023,2/6/2023,General Complaint,1,3,Yes
2980,Chats,8/15/2021,8/19/2021,Open Account,4,3,No
7732,Chats,1/20/2021,1/22/2021,Open Account,2,3,No
7629,Chats,10/26/2021,10/26/2021,Open Account,0,3,Yes
5807,Chats,2/8/2023,2/9/2023,Mobile App Issue,1,3,Yes
1243,Chats,12/22/2021,12/25/2021,Open Account,3,3,No
6086,Chats,8/27/2021,8/28/2021,Mobile App Issue,1,3,Yes
7390,Chats,5/25/2021,5/29/2021,General Complaint,4,3,No
4875,Chats,7/23/2022,7/24/2022,Open Account,1,3,Yes
1898,Chats,7/16/2023,7/17/2023,Mobile App Issue,1,3,Yes
3337,Chats,3/12/2021,3/13/2021,Open Account,1,3,Yes
5593,Chats,12/16/2021,12/21/2021,Fraud Alert,5,3,No
9089,Chats,1/19/2023,1/20/2023,Mobile App Issue,1,3,Yes
1401,Chats,5/19/2021,5/20/2021,Close Account,1,3,Yes
9464,Chats,3/24/2022,3/24/2022,Open Account,0,3,Yes
6276,Chats,11/6/2023,11/7/2023,Fraud Alert,1,3,Yes
9832,Chats,11/7/2023,11/8/2023,Debit Card Issue,1,3,Yes
7661,Chats,12/3/2021,12/3/2021,Debit Card Issue,0,3,Yes
3477,Chats,4/6/2023,4/6/2023,Debit Card Issue,0,3,Yes
5921,Chats,9/29/2023,9/30/2023,Account Question,1,3,Yes
1356,Chats,6/19/2023,6/19/2023,Fraud Alert,0,3,Yes
3458,Chats,9/10/2021,9/12/2021,Mobile App Issue,2,3,No
4726,Chats,2/10/2023,2/11/2023,Close Account,1,3,Yes
4480,Chats,2/7/2022,2/9/2022,Fraud Alert,2,3,No
5434,Chats,11/26/2021,11/27/2021,Account Question,1,3,Yes
2901,Chats,12/12/2023,12/13/2023,General Complaint,1,3,Yes
8772,Chats,6/30/2022,7/1/2022,Account Question,1,3,Yes
8612,Chats,9/13/2021,9/13/2021,Open Account,0,3,Yes
1577,Chats,9/6/2022,9/8/2022,Fraud Alert,2,3,No
2541,Chats,5/18/2022,5/19/2022,General Complaint,1,3,Yes
5812,Chats,5/12/2023,5/16/2023,Mobile App Issue,4,3,No
5198,Chats,6/11/2023,6/11/2023,Fraud Alert,0,3,Yes
7590,Chats,7/12/2023,7/13/2023,Fraud Alert,1,3,Yes
4255,Chats,10/24/2021,10/24/2021,Mobile App Issue,0,3,Yes
2456,Chats,8/15/2021,8/15/2021,Fraud Alert,0,3,Yes
5553,Chats,7/4/2022,7/5/2022,Account Question,1,3,Yes
5273,Chats,3/24/2023,3/25/2023,Close Account,1,3,Yes
5435,Chats,8/25/2023,8/27/2023,Close Account,2,3,No
8899,Chats,3/28/2022,3/29/2022,Account Question,1,3,Yes
7261,Chats,11/13/2022,11/17/2022,Close Account,4,3,No
5903,Chats,4/25/2021,4/26/2021,General Complaint,1,3,Yes
5052,Chats,1/20/2023,1/22/2023,Fraud Alert,2,3,No
9872,Chats,4/20/2023,4/21/2023,Open Account,1,3,Yes
4572,Chats,8/30/2023,9/1/2023,Open Account,2,3,No
1492,Chats,3/27/2021,3/28/2021,Account Question,1,3,Yes
8669,Chats,5/13/2021,5/15/2021,Account Question,2,3,No
1593,Chats,1/19/2023,1/22/2023,Open Account,3,3,No
5304,Chats,1/8/2022,1/9/2022,Close Account,1,3,Yes
4591,Chats,3/8/2023,3/13/2023,Close Account,5,3,No
1197,Chats,7/16/2023,7/17/2023,Fraud Alert,1,3,Yes
3801,Chats,2/21/2022,2/21/2022,Debit Card Issue,0,3,Yes
7131,Chats,3/1/2021,3/2/2021,Account Question,1,3,Yes
5958,Chats,5/23/2023,5/24/2023,Debit Card Issue,1,3,Yes
6114,Chats,12/7/2021,12/8/2021,Close Account,1,3,Yes
1916,Chats,7/12/2022,7/13/2022,Mobile App Issue,1,3,Yes
8262,Chats,6/16/2022,6/18/2022,Debit Card Issue,2,3,No
9408,Chats,6/22/2021,6/25/2021,Close Account,3,3,No
5892,Chats,7/6/2021,7/7/2021,Fraud Alert,1,3,Yes
4834,Chats,6/14/2021,6/18/2021,Mobile App Issue,4,3,No
2019,Chats,10/17/2023,10/20/2023,General Complaint,3,3,No
2041,Chats,2/1/2021,2/3/2021,Debit Card Issue,2,3,No
1033,Chats,7/11/2023,7/12/2023,Close Account,1,3,Yes
4364,Chats,1/17/2022,1/18/2022,Debit Card Issue,1,3,Yes
2827,Chats,12/14/2023,12/15/2023,Mobile App Issue,1,3,Yes
9393,Chats,11/7/2023,11/9/2023,General Complaint,2,3,No
3659,Chats,8/26/2021,8/28/2021,Open Account,2,3,No
2192,Chats,1/10/2023,1/11/2023,Open Account,1,3,Yes
9366,Chats,3/25/2022,3/26/2022,Mobile App Issue,1,3,Yes
3232,Chats,6/7/2022,6/8/2022,Fraud Alert,1,3,Yes
3126,Chats,12/15/2023,12/17/2023,Mobile App Issue,2,3,No
8525,Chats,2/27/2021,2/28/2021,Close Account,1,3,Yes
7881,Chats,12/2/2021,12/4/2021,Debit Card Issue,2,3,No
4346,Chats,10/16/2022,10/17/2022,Open Account,1,3,Yes
6717,Chats,12/19/2023,12/19/2023,Debit Card Issue,0,3,Yes
9018,Chats,2/10/2021,2/13/2021,Mobile App Issue,3,3,No
4183,Chats,3/24/2023,3/25/2023,Mobile App Issue,1,3,Yes
2577,Chats,12/25/2022,12/26/2022,Debit Card Issue,1,3,Yes
8459,Chats,11/11/2023,11/12/2023,Account Question,1,3,Yes
6770,Chats,3/9/2023,3/10/2023,General Complaint,1,3,Yes
9507,Chats,8/16/2023,8/19/2023,Account Question,3,3,No
6901,Chats,5/18/2023,5/18/2023,Mobile App Issue,0,3,Yes
6244,Chats,3/22/2022,3/24/2022,Fraud Alert,2,3,No
8686,Chats,9/2/2023,9/4/2023,Fraud Alert,2,3,No
2743,Chats,12/24/2023,12/26/2023,Mobile App Issue,2,3,No
2563,Chats,7/6/2022,7/7/2022,Mobile App Issue,1,3,Yes
7026,Chats,3/11/2021,3/13/2021,Close Account,2,3,No
7392,Chats,4/8/2022,4/9/2022,Debit Card Issue,1,3,Yes
5528,Chats,4/21/2023,4/22/2023,Fraud Alert,1,3,Yes
9247,Chats,4/28/2022,4/29/2022,Close Account,1,3,Yes
3698,Chats,11/24/2022,11/25/2022,Open Account,1,3,Yes
3934,Chats,7/31/2022,8/2/2022,General Complaint,2,3,No
7419,Chats,4/1/2023,4/2/2023,Mobile App Issue,1,3,Yes
6941,Chats,11/12/2022,11/15/2022,General Complaint,3,3,No
2381,Chats,4/4/2022,4/5/2022,Account Question,1,3,Yes
6167,Chats,2/23/2021,2/27/2021,Fraud Alert,4,3,No
9387,Chats,11/17/2021,11/18/2021,Close Account,1,3,Yes
8953,Chats,11/9/2023,11/10/2023,Close Account,1,3,Yes
1666,Chats,11/27/2021,11/27/2021,Open Account,0,3,Yes
8430,Chats,4/19/2022,4/21/2022,General Complaint,2,3,No
9801,Chats,9/8/2022,9/9/2022,Mobile App Issue,1,3,Yes
8963,Chats,9/24/2021,9/25/2021,Mobile App Issue,1,3,Yes
2531,Chats,10/16/2022,10/16/2022,Open Account,0,3,Yes
5991,Chats,8/9/2021,8/10/2021,Account Question,1,3,Yes
5544,Chats,6/27/2023,6/27/2023,Close Account,0,3,Yes
4545,Chats,1/2/2022,1/2/2022,Mobile App Issue,0,3,Yes
5025,Chats,5/23/2021,5/25/2021,Mobile App Issue,2,3,No
8939,Chats,1/8/2022,1/9/2022,Debit Card Issue,1,3,Yes
4459,Chats,3/6/2022,3/8/2022,Mobile App Issue,2,3,No
9843,Chats,12/27/2022,12/29/2022,Debit Card Issue,2,3,No
8306,Chats,11/29/2023,12/3/2023,Fraud Alert,4,3,No
6539,Chats,2/11/2021,2/12/2021,Account Question,1,3,Yes
3954,Chats,8/7/2023,8/8/2023,Account Question,1,3,Yes
1798,Chats,6/21/2023,6/22/2023,General Complaint,1,3,Yes
1856,Chats,9/13/2021,9/14/2021,Account Question,1,3,Yes
2505,Chats,12/9/2022,12/14/2022,Account Question,5,3,No
7893,Chats,2/9/2023,2/11/2023,Fraud Alert,2,3,No
2884,Chats,5/5/2021,5/6/2021,Account Question,1,3,Yes
3648,Chats,4/21/2022,4/25/2022,Fraud Alert,4,3,No
4514,Chats,2/15/2021,2/17/2021,General Complaint,2,3,No
4002,Chats,8/24/2023,8/26/2023,Close Account,2,3,No
5760,Chats,6/8/2021,6/11/2021,Open Account,3,3,No
9745,Chats,7/26/2022,7/27/2022,Close Account,1,3,Yes
4600,Chats,2/20/2023,2/21/2023,Mobile App Issue,1,3,Yes
7115,Chats,10/24/2021,10/25/2021,Close Account,1,3,Yes
8066,Chats,6/23/2022,6/27/2022,Mobile App Issue,4,3,No
6674,Chats,8/17/2023,8/19/2023,Open Account,2,3,No
4458,Chats,5/20/2022,5/22/2022,Account Question,2,3,No
5805,Chats,3/25/2021,3/26/2021,Open Account,1,3,Yes
6094,Chats,12/6/2022,12/6/2022,Mobile App Issue,0,3,Yes
3925,Chats,4/23/2022,4/23/2022,Fraud Alert,0,3,Yes
9673,Chats,10/21/2023,10/22/2023,Fraud Alert,1,3,Yes
2476,Chats,5/20/2022,5/21/2022,Fraud Alert,1,3,Yes
1373,Chats,7/6/2023,7/7/2023,Open Account,1,3,Yes
4811,Chats,11/26/2021,11/27/2021,Account Question,1,3,Yes
5979,Chats,12/28/2022,12/28/2022,Close Account,0,3,Yes
9351,Chats,2/18/2022,2/21/2022,Mobile App Issue,3,3,No
4785,Chats,6/2/2021,6/2/2021,General Complaint,0,3,Yes
8836,Chats,10/30/2023,10/30/2023,Account Question,0,3,Yes
4804,Chats,9/23/2021,9/24/2021,Account Question,1,3,Yes
6277,Chats,2/28/2023,3/1/2023,Close Account,1,3,Yes
8352,Chats,5/21/2022,5/22/2022,Account Question,1,3,Yes
5852,Chats,11/10/2021,11/11/2021,Open Account,1,3,Yes
7495,Chats,8/17/2021,8/18/2021,Debit Card Issue,1,3,Yes
7493,Chats,6/28/2022,6/29/2022,Open Account,1,3,Yes
5097,Chats,3/11/2021,3/11/2021,Open Account,0,3,Yes
7871,Chats,11/29/2021,11/30/2021,General Complaint,1,3,Yes
6425,Chats,10/14/2021,10/14/2021,Mobile App Issue,0,3,Yes
6838,Chats,2/10/2023,2/15/2023,Debit Card Issue,5,3,No
5950,Chats,4/4/2021,4/5/2021,Close Account,1,3,Yes
7353,Chats,4/27/2022,4/28/2022,General Complaint,1,3,Yes
8898,Chats,8/17/2021,8/18/2021,Debit Card Issue,1,3,Yes
8959,Chats,7/6/2021,7/7/2021,Close Account,1,3,Yes
4608,Chats,3/3/2022,3/4/2022,General Complaint,1,3,Yes
2205,Chats,2/22/2022,2/24/2022,Debit Card Issue,2,3,No
2170,Chats,12/13/2023,12/14/2023,Fraud Alert,1,3,Yes
9852,Chats,5/31/2022,5/31/2022,Fraud Alert,0,3,Yes
7221,Chats,9/17/2021,9/18/2021,Mobile App Issue,1,3,Yes
6070,Chats,4/20/2023,4/20/2023,Close Account,0,3,Yes
5872,Chats,3/29/2021,3/29/2021,Fraud Alert,0,3,Yes
4084,Chats,5/10/2022,5/10/2022,Account Question,0,3,Yes
3699,Chats,3/12/2021,3/12/2021,Fraud Alert,0,3,Yes
4005,Chats,6/7/2021,6/8/2021,Fraud Alert,1,3,Yes
3822,Chats,3/24/2023,3/25/2023,Debit Card Issue,1,3,Yes
5799,Chats,2/19/2021,2/20/2021,Debit Card Issue,1,3,Yes
1612,Chats,11/29/2021,11/30/2021,Debit Card Issue,1,3,Yes
9960,Chats,5/2/2023,5/3/2023,Fraud Alert,1,3,Yes
5995,Chats,8/26/2022,8/28/2022,Close Account,2,3,No
7614,Chats,6/21/2022,6/22/2022,General Complaint,1,3,Yes
3790,Chats,9/29/2022,10/1/2022,Open Account,2,3,No
1960,Chats,11/2/2022,11/3/2022,Mobile App Issue,1,3,Yes
9097,Chats,6/16/2023,6/16/2023,Debit Card Issue,0,3,Yes
9857,Chats,9/13/2022,9/14/2022,Debit Card Issue,1,3,Yes
8945,Chats,11/23/2021,11/24/2021,Open Account,1,3,Yes
4854,Chats,3/19/2022,3/20/2022,Mobile App Issue,1,3,Yes
7022,Chats,6/3/2022,6/5/2022,Open Account,2,3,No
4824,Chats,6/7/2023,6/8/2023,Fraud Alert,1,3,Yes
2391,Chats,4/26/2023,4/28/2023,Account Question,2,3,No
3853,Chats,6/27/2023,6/29/2023,Open Account,2,3,No
1531,Chats,4/5/2022,4/7/2022,Open Account,2,3,No
1764,Chats,6/27/2021,6/28/2021,Debit Card Issue,1,3,Yes
9075,Chats,9/18/2022,9/21/2022,General Complaint,3,3,No
1549,Chats,2/2/2022,2/3/2022,Debit Card Issue,1,3,Yes
6284,Chats,10/10/2022,10/11/2022,Close Account,1,3,Yes
8802,Chats,8/30/2021,8/31/2021,Debit Card Issue,1,3,Yes
5713,Chats,12/7/2023,12/8/2023,Close Account,1,3,Yes
6276,Chats,11/8/2022,11/9/2022,Account Question,1,3,Yes
3111,Chats,11/28/2022,11/29/2022,Close Account,1,3,Yes
6658,Chats,11/19/2023,11/20/2023,Mobile App Issue,1,3,Yes
8617,Chats,12/14/2022,12/14/2022,Open Account,0,3,Yes
6924,Chats,11/5/2023,11/8/2023,Fraud Alert,3,3,No
4726,Chats,2/27/2021,2/28/2021,Account Question,1,3,Yes
8419,Chats,4/20/2022,4/21/2022,Open Account,1,3,Yes
4407,Chats,3/10/2022,3/10/2022,Open Account,0,3,Yes
1066,Chats,2/26/2022,2/28/2022,Account Question,2,3,No
1702,Chats,12/16/2022,12/18/2022,Mobile App Issue,2,3,No
8025,Chats,3/28/2023,3/30/2023,Debit Card Issue,2,3,No
7850,Chats,6/16/2023,6/18/2023,Close Account,2,3,No
7168,Chats,5/20/2022,5/21/2022,Close Account,1,3,Yes
4575,Chats,12/10/2021,12/13/2021,Open Account,3,3,No
7599,Chats,6/15/2021,6/15/2021,Fraud Alert,0,3,Yes
5915,Chats,10/18/2022,10/18/2022,Close Account,0,3,Yes
7688,Chats,2/21/2021,2/23/2021,Close Account,2,3,No
4706,Chats,2/18/2023,2/19/2023,General Complaint,1,3,Yes
9922,Chats,7/1/2023,7/3/2023,Close Account,2,3,No
1499,Chats,2/7/2023,2/7/2023,Close Account,0,3,Yes
8262,Chats,5/29/2022,5/31/2022,Fraud Alert,2,3,No
6403,Chats,10/4/2023,10/5/2023,Account Question,1,3,Yes
9304,Chats,7/6/2023,7/6/2023,Close Account,0,3,Yes
8279,Chats,9/18/2021,9/19/2021,Open Account,1,3,Yes
7900,Chats,12/9/2022,12/11/2022,Mobile App Issue,2,3,No
1027,Chats,5/4/2023,5/4/2023,General Complaint,0,3,Yes
7321,Chats,10/26/2022,10/27/2022,Account Question,1,3,Yes
4838,Chats,4/1/2023,4/2/2023,Open Account,1,3,Yes
6309,Chats,4/11/2022,4/11/2022,Mobile App Issue,0,3,Yes
2152,Chats,11/20/2021,11/21/2021,Open Account,1,3,Yes
8943,Chats,11/20/2021,11/21/2021,Mobile App Issue,1,3,Yes
4798,Chats,10/3/2022,10/6/2022,Mobile App Issue,3,3,No
4122,Chats,2/18/2022,2/22/2022,Close Account,4,3,No
7385,Chats,4/23/2023,4/25/2023,General Complaint,2,3,No
9609,Chats,8/13/2021,8/15/2021,Mobile App Issue,2,3,No
3670,Chats,9/23/2023,9/23/2023,Account Question,0,3,Yes
6821,Chats,1/20/2021,1/24/2021,Debit Card Issue,4,3,No
3550,Chats,1/14/2023,1/16/2023,Open Account,2,3,No
8766,Chats,8/26/2021,8/27/2021,General Complaint,1,3,Yes
4565,Chats,11/7/2023,11/10/2023,General Complaint,3,3,No
5547,Chats,9/29/2021,10/4/2021,General Complaint,5,3,No
3376,Chats,11/30/2021,12/2/2021,Mobile App Issue,2,3,No
9146,Chats,6/26/2023,6/27/2023,Close Account,1,3,Yes
8147,Chats,11/28/2023,11/29/2023,Open Account,1,3,Yes
8672,Chats,9/17/2022,9/18/2022,Debit Card Issue,1,3,Yes
2936,Chats,8/20/2022,8/21/2022,General Complaint,1,3,Yes
9595,Chats,8/21/2023,8/22/2023,Account Question,1,3,Yes
6954,Chats,5/4/2021,5/4/2021,General Complaint,0,3,Yes
1555,Chats,8/26/2021,8/27/2021,Close Account,1,3,Yes
6633,Chats,11/7/2023,11/8/2023,Close Account,1,3,Yes
5081,Chats,8/8/2023,8/9/2023,Account Question,1,3,Yes
2844,Chats,4/4/2022,4/5/2022,Mobile App Issue,1,3,Yes
8052,Chats,4/18/2022,4/19/2022,Mobile App Issue,1,3,Yes
4732,Chats,5/25/2021,5/26/2021,Fraud Alert,1,3,Yes
9690,Chats,8/18/2021,8/18/2021,Close Account,0,3,Yes
1916,Chats,11/28/2023,11/28/2023,Close Account,0,3,Yes
4272,Chats,1/17/2021,1/18/2021,Close Account,1,3,Yes
5697,Chats,11/27/2021,11/29/2021,Debit Card Issue,2,3,No
4290,Chats,3/27/2021,3/27/2021,Debit Card Issue,0,3,Yes
5951,Chats,1/11/2021,1/12/2021,Debit Card Issue,1,3,Yes
7580,Chats,10/27/2022,10/31/2022,Debit Card Issue,4,3,No
8837,Chats,5/8/2023,5/9/2023,General Complaint,1,3,Yes
9819,Chats,9/23/2021,9/24/2021,Mobile App Issue,1,3,Yes
3134,Chats,11/18/2023,11/19/2023,Open Account,1,3,Yes
5558,Chats,1/20/2021,1/24/2021,Mobile App Issue,4,3,No
8028,Chats,5/4/2022,5/5/2022,Open Account,1,3,Yes
5984,Chats,6/1/2022,6/3/2022,Account Question,2,3,No
3156,Chats,8/2/2021,8/6/2021,General Complaint,4,3,No
1107,Chats,5/14/2022,5/15/2022,Close Account,1,3,Yes
5036,Chats,4/26/2023,4/28/2023,Fraud Alert,2,3,No
1054,Chats,6/7/2022,6/8/2022,Debit Card Issue,1,3,Yes
5142,Chats,6/10/2023,6/11/2023,Account Question,1,3,Yes
3091,Chats,10/9/2023,10/10/2023,Account Question,1,3,Yes
8180,Chats,11/5/2023,11/5/2023,General Complaint,0,3,Yes
7469,Chats,6/10/2021,6/11/2021,Close Account,1,3,Yes
5367,Chats,9/21/2021,9/22/2021,Debit Card Issue,1,3,Yes
9605,Chats,4/30/2023,5/1/2023,Fraud Alert,1,3,Yes
2825,Chats,8/18/2022,8/19/2022,Account Question,1,3,Yes
4699,Chats,1/10/2021,1/10/2021,General Complaint,0,3,Yes
8645,Chats,12/30/2023,12/31/2023,Open Account,1,3,Yes
5211,Chats,4/12/2022,4/14/2022,Open Account,2,3,No
1631,Chats,9/21/2022,9/22/2022,Mobile App Issue,1,3,Yes
3358,Chats,11/7/2022,11/8/2022,General Complaint,1,3,Yes
9159,Chats,7/27/2022,7/28/2022,Open Account,1,3,Yes
2329,Chats,1/3/2023,1/4/2023,Open Account,1,3,Yes
2929,Chats,1/24/2022,1/27/2022,General Complaint,3,3,No
4787,Chats,10/24/2021,10/25/2021,Mobile App Issue,1,3,Yes
3166,Chats,8/22/2022,8/25/2022,General Complaint,3,3,No
7454,Chats,6/13/2022,6/14/2022,Fraud Alert,1,3,Yes
1014,Chats,2/9/2021,2/12/2021,Mobile App Issue,3,3,No
2096,Chats,8/14/2022,8/15/2022,General Complaint,1,3,Yes
3849,Chats,2/22/2021,2/25/2021,Mobile App Issue,3,3,No
8920,Chats,5/26/2021,5/27/2021,Fraud Alert,1,3,Yes
5569,Chats,1/26/2023,1/27/2023,Close Account,1,3,Yes
6581,Chats,10/3/2023,10/5/2023,Mobile App Issue,2,3,No
9668,Chats,5/13/2023,5/15/2023,Account Question,2,3,No
8301,Chats,4/28/2022,4/29/2022,General Complaint,1,3,Yes
6431,Chats,10/12/2022,10/12/2022,Mobile App Issue,0,3,Yes
8447,Chats,5/12/2023,5/12/2023,Close Account,0,3,Yes
5311,Chats,7/29/2021,7/30/2021,Debit Card Issue,1,3,Yes
3210,Chats,7/17/2022,7/17/2022,Debit Card Issue,0,3,Yes
4832,Chats,8/16/2023,8/17/2023,Debit Card Issue,1,3,Yes
3261,Chats,1/10/2023,1/10/2023,Account Question,0,3,Yes
6178,Chats,11/8/2021,11/9/2021,General Complaint,1,3,Yes
8829,Chats,9/14/2021,9/16/2021,Mobile App Issue,2,3,No
2173,Chats,10/24/2022,10/25/2022,Mobile App Issue,1,3,Yes
4973,Chats,2/26/2023,2/28/2023,Debit Card Issue,2,3,No
6005,Chats,7/4/2022,7/5/2022,Fraud Alert,1,3,Yes
8876,Chats,1/20/2023,1/21/2023,General Complaint,1,3,Yes
8899,Chats,7/20/2022,7/21/2022,Account Question,1,3,Yes
6132,Chats,11/22/2022,11/23/2022,Mobile App Issue,1,3,Yes
5680,Chats,4/1/2022,4/2/2022,Open Account,1,3,Yes
6599,Chats,10/22/2023,10/23/2023,Fraud Alert,1,3,Yes
1682,Chats,10/1/2023,10/1/2023,Mobile App Issue,0,3,Yes
9689,Chats,2/15/2023,2/16/2023,Debit Card Issue,1,3,Yes
6488,Chats,11/14/2023,11/15/2023,General Complaint,1,3,Yes
8127,Chats,7/8/2022,7/8/2022,Debit Card Issue,0,3,Yes
7249,Chats,11/22/2021,11/25/2021,Close Account,3,3,No
3727,Chats,8/9/2023,8/10/2023,Mobile App Issue,1,3,Yes
7369,Chats,3/17/2021,3/19/2021,Debit Card Issue,2,3,No
5305,Chats,4/26/2021,4/27/2021,Open Account,1,3,Yes
4589,Chats,10/6/2021,10/7/2021,Fraud Alert,1,3,Yes
3504,Chats,9/10/2023,9/11/2023,Open Account,1,3,Yes
9592,Chats,4/29/2022,4/30/2022,Fraud Alert,1,3,Yes
8516,Chats,9/9/2021,9/11/2021,Open Account,2,3,No
8635,Chats,12/2/2021,12/4/2021,Mobile App Issue,2,3,No
2524,Chats,8/14/2021,8/14/2021,Mobile App Issue,0,3,Yes
6200,Chats,8/8/2021,8/9/2021,Open Account,1,3,Yes
7082,Chats,5/1/2021,5/3/2021,General Complaint,2,3,No
8222,Chats,11/30/2022,12/2/2022,Debit Card Issue,2,3,No
5392,Chats,10/30/2023,10/31/2023,Debit Card Issue,1,3,Yes
4190,Chats,7/25/2023,7/29/2023,Fraud Alert,4,3,No
7817,Chats,10/24/2023,10/26/2023,Mobile App Issue,2,3,No
3011,Chats,7/28/2022,7/29/2022,Debit Card Issue,1,3,Yes
7126,Chats,1/7/2023,1/9/2023,General Complaint,2,3,No
5660,Chats,5/7/2023,5/8/2023,Mobile App Issue,1,3,Yes
2341,Chats,11/8/2022,11/9/2022,Debit Card Issue,1,3,Yes
5514,Chats,8/6/2021,8/8/2021,Fraud Alert,2,3,No
3085,Chats,11/2/2022,11/3/2022,Close Account,1,3,Yes
2761,Chats,7/8/2023,7/9/2023,Open Account,1,3,Yes
6361,Chats,6/11/2023,6/13/2023,Close Account,2,3,No
4922,Chats,1/24/2023,1/24/2023,Fraud Alert,0,3,Yes
5531,Chats,2/18/2021,2/22/2021,General Complaint,4,3,No
7117,Chats,11/23/2021,11/25/2021,Fraud Alert,2,3,No
1874,Chats,1/30/2023,1/31/2023,Close Account,1,3,Yes
4453,Chats,12/7/2021,12/9/2021,Debit Card Issue,2,3,No
6660,Chats,11/22/2022,11/24/2022,Account Question,2,3,No
6769,Chats,11/25/2022,11/26/2022,Fraud Alert,1,3,Yes
6585,Chats,9/5/2023,9/6/2023,Close Account,1,3,Yes
3605,Chats,6/18/2022,6/18/2022,Fraud Alert,0,3,Yes
4237,Chats,9/24/2023,9/25/2023,Close Account,1,3,Yes
8073,Chats,2/25/2022,2/26/2022,General Complaint,1,3,Yes
1577,Chats,2/15/2022,2/16/2022,General Complaint,1,3,Yes
2565,Chats,9/6/2022,9/7/2022,Close Account,1,3,Yes
2667,Chats,9/7/2021,9/8/2021,Close Account,1,3,Yes
9054,Chats,11/17/2021,11/20/2021,General Complaint,3,3,No
8269,Chats,4/22/2023,4/23/2023,Account Question,1,3,Yes
8814,Chats,6/5/2022,6/8/2022,Fraud Alert,3,3,No
1826,Chats,8/28/2021,8/29/2021,Account Question,1,3,Yes
1575,Chats,2/7/2021,2/8/2021,General Complaint,1,3,Yes
3024,Chats,5/20/2023,5/22/2023,Debit Card Issue,2,3,No
9087,Chats,8/18/2021,8/19/2021,Account Question,1,3,Yes
9172,Chats,7/2/2023,7/5/2023,Account Question,3,3,No
9548,Chats,4/2/2022,4/3/2022,General Complaint,1,3,Yes
9216,Chats,11/10/2021,11/10/2021,Fraud Alert,0,3,Yes
5398,Chats,12/4/2023,12/5/2023,Account Question,1,3,Yes
6803,Chats,9/12/2021,9/13/2021,General Complaint,1,3,Yes
6663,Chats,9/15/2022,9/16/2022,Close Account,1,3,Yes
5699,Chats,3/11/2023,3/15/2023,General Complaint,4,3,No
5763,Chats,1/19/2022,1/23/2022,Fraud Alert,4,3,No
9888,Chats,12/20/2022,12/22/2022,Open Account,2,3,No
7913,Chats,8/14/2021,8/16/2021,Mobile App Issue,2,3,No
2223,Chats,2/5/2023,2/7/2023,Debit Card Issue,2,3,No
9351,Chats,5/11/2021,5/13/2021,General Complaint,2,3,No
9943,Chats,12/21/2021,12/22/2021,General Complaint,1,3,Yes
6050,Chats,2/9/2023,2/10/2023,Open Account,1,3,Yes
6049,Chats,4/2/2022,4/3/2022,Debit Card Issue,1,3,Yes
9707,Chats,11/4/2022,11/7/2022,Open Account,3,3,No
7266,Chats,9/13/2021,9/14/2021,Open Account,1,3,Yes
3313,Chats,2/20/2021,2/23/2021,Debit Card Issue,3,3,No
8897,Chats,1/30/2022,2/1/2022,Mobile App Issue,2,3,No
2905,Chats,9/5/2021,9/6/2021,Fraud Alert,1,3,Yes
7879,Chats,2/27/2021,2/28/2021,Close Account,1,3,Yes
6189,Chats,6/30/2022,7/1/2022,Debit Card Issue,1,3,Yes
5857,Chats,11/26/2021,11/29/2021,Open Account,3,3,No
3270,Chats,8/22/2022,8/24/2022,Mobile App Issue,2,3,No
4752,Chats,10/16/2023,10/17/2023,General Complaint,1,3,Yes
4989,Chats,12/7/2022,12/9/2022,Account Question,2,3,No
2018,Chats,11/7/2023,11/9/2023,Fraud Alert,2,3,No
3129,Chats,3/29/2023,3/30/2023,General Complaint,1,3,Yes
4608,Chats,12/22/2023,12/24/2023,Fraud Alert,2,3,No
9423,Chats,11/12/2023,11/13/2023,Mobile App Issue,1,3,Yes
4017,Chats,3/12/2022,3/13/2022,Mobile App Issue,1,3,Yes
5743,Chats,9/1/2021,9/2/2021,Account Question,1,3,Yes
8640,Chats,7/7/2021,7/11/2021,General Complaint,4,3,No
8634,Chats,2/22/2022,2/22/2022,Account Question,0,3,Yes
4820,Chats,4/6/2023,4/7/2023,General Complaint,1,3,Yes
2908,Chats,7/24/2023,7/26/2023,Fraud Alert,2,3,No
4419,Chats,1/24/2023,1/24/2023,General Complaint,0,3,Yes
2942,Chats,2/28/2023,3/1/2023,Close Account,1,3,Yes
5372,Chats,9/29/2021,9/30/2021,Account Question,1,3,Yes
7945,Chats,12/12/2023,12/13/2023,Close Account,1,3,Yes
3359,Chats,10/6/2022,10/7/2022,Fraud Alert,1,3,Yes
8991,Chats,5/30/2023,5/31/2023,Close Account,1,3,Yes
5972,Chats,8/21/2022,8/22/2022,Close Account,1,3,Yes
8061,Chats,4/26/2021,4/27/2021,Debit Card Issue,1,3,Yes
6054,Chats,4/14/2022,4/15/2022,Mobile App Issue,1,3,Yes
8896,Chats,10/5/2021,10/7/2021,Debit Card Issue,2,3,No
1022,Chats,1/25/2021,1/25/2021,General Complaint,0,3,Yes
5316,Chats,9/30/2022,10/2/2022,Account Question,2,3,No
